Metro_area,Subregion,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
,Durham,Ontario,-40.0,-7.0,37.0,-60.0,-17.0,12.0
,Durham,Ontario,-42.0,-17.0,7.0,-62.0,-19.0,11.0
,Durham,Ontario,-42.0,-16.0,-26.0,-73.0,-45.0,20.0
,Durham,Ontario,-40.0,-11.0,-32.0,-72.0,-47.0,20.0
,Durham,Ontario,-38.0,-7.0,-30.0,-74.0,-45.0,19.0
,Durham,Ontario,-50.0,-20.0,-27.0,-77.0,-49.0,21.0
,Durham,Ontario,-50.0,-24.0,-37.0,-77.0,-48.0,23.0
,Durham,Ontario,-48.0,-16.0,36.0,-70.0,-23.0,14.0
,Durham,Ontario,-48.0,-22.0,0.0,-72.0,-23.0,12.0
,Durham,Ontario,-47.0,-23.0,-25.0,-77.0,-49.0,20.0
,Durham,Ontario,-46.0,-20.0,-31.0,-76.0,-50.0,21.0
,Durham,Ontario,-45.0,-22.0,-37.0,-76.0,-48.0,21.0
,Durham,Ontario,-44.0,-15.0,-28.0,-75.0,-48.0,21.0
,Durham,Ontario,-45.0,-19.0,-37.0,-74.0,-47.0,22.0
,Durham,Ontario,-45.0,-12.0,2.0,-67.0,-21.0,13.0
,Durham,Ontario,-46.0,-23.0,-4.0,-68.0,-23.0,11.0
,Durham,Ontario,-43.0,-19.0,-10.0,-76.0,-48.0,20.0
,Durham,Ontario,-54.0,-33.0,-47.0,-78.0,-51.0,22.0
,Durham,Ontario,-43.0,-17.0,-30.0,-77.0,-47.0,21.0
,Durham,Ontario,-45.0,-16.0,-40.0,-78.0,-48.0,21.0
,Durham,Ontario,-44.0,-19.0,-44.0,-77.0,-46.0,22.0
,Durham,Ontario,-41.0,-9.0,25.0,-70.0,-18.0,12.0
,Durham,Ontario,-43.0,-19.0,-7.0,-73.0,-21.0,11.0
,Durham,Ontario,-42.0,-18.0,-25.0,-78.0,-47.0,20.0
,Durham,Ontario,-42.0,-19.0,-32.0,-77.0,-48.0,20.0
,Durham,Ontario,-41.0,-17.0,-28.0,-76.0,-45.0,20.0
,Durham,Ontario,-39.0,-10.0,1.0,-74.0,-46.0,20.0
,Durham,Ontario,-47.0,-24.0,-49.0,-76.0,-46.0,22.0
,Durham,Ontario,-43.0,-9.0,-9.0,-67.0,-17.0,12.0
,Durham,Ontario,-43.0,-17.0,2.0,-69.0,-20.0,10.0
,Durham,Ontario,-44.0,-19.0,-28.0,-76.0,-44.0,19.0
,Durham,Ontario,-42.0,-16.0,-25.0,-73.0,-44.0,19.0
,Durham,Ontario,-39.0,-11.0,-30.0,-75.0,-41.0,19.0
,Durham,Ontario,-37.0,-5.0,-32.0,-73.0,-41.0,19.0
,Durham,Ontario,-38.0,-7.0,-45.0,-73.0,-42.0,20.0
,Durham,Ontario,-38.0,4.0,-31.0,-66.0,-18.0,12.0
,Durham,Ontario,-29.0,3.0,26.0,-65.0,-16.0,9.0
,Durham,Ontario,-65.0,-49.0,5.0,-84.0,-80.0,28.0
,Durham,Ontario,-34.0,-14.0,-51.0,-71.0,-48.0,20.0
,Durham,Ontario,-23.0,0.0,-41.0,-70.0,-39.0,17.0
,Durham,Ontario,-27.0,-5.0,-44.0,-69.0,-40.0,18.0
,Durham,Ontario,-31.0,-15.0,-45.0,-68.0,-38.0,18.0
,Durham,Ontario,-19.0,2.0,29.0,-47.0,-9.0,9.0
,Durham,Ontario,-20.0,-6.0,19.0,-52.0,-12.0,8.0
,Durham,Ontario,-37.0,-23.0,-53.0,-71.0,-43.0,19.0
,Durham,Ontario,-25.0,-7.0,-41.0,-69.0,-41.0,17.0
,Durham,Ontario,-23.0,-7.0,-37.0,-69.0,-38.0,17.0
,Durham,Ontario,-22.0,-3.0,-24.0,-68.0,-39.0,17.0
,Durham,Ontario,-24.0,-4.0,-23.0,-65.0,-37.0,16.0
,Durham,Ontario,-19.0,-1.0,14.0,-50.0,-8.0,9.0
,Durham,Ontario,-21.0,-11.0,-28.0,-54.0,-10.0,8.0
,Durham,Ontario,-29.0,-15.0,-48.0,-71.0,-40.0,17.0
,Durham,Ontario,-25.0,-10.0,-39.0,-69.0,-41.0,16.0
,Durham,Ontario,-20.0,-6.0,-11.0,-68.0,-38.0,16.0
,Durham,Ontario,-23.0,-5.0,-36.0,-68.0,-39.0,17.0
,Durham,Ontario,-25.0,-10.0,-40.0,-67.0,-37.0,17.0
,Halton,Ontario,-2.0,0.0,3.0,6.0,0.0,-1.0
,Halton,Ontario,13.0,11.0,28.0,13.0,-4.0,-3.0
,Halton,Ontario,-25.0,-53.0,128.0,-58.0,-80.0,18.0
,Halton,Ontario,-1.0,15.0,-10.0,8.0,1.0,1.0
,Halton,Ontario,2.0,4.0,-8.0,0.0,1.0,0.0
,Halton,Ontario,2.0,1.0,-7.0,1.0,3.0,0.0
,Halton,Ontario,3.0,-4.0,8.0,5.0,-8.0,1.0
,Halton,Ontario,6.0,5.0,66.0,19.0,8.0,-2.0
,Halton,Ontario,9.0,4.0,87.0,20.0,6.0,-2.0
,Halton,Ontario,1.0,3.0,27.0,3.0,3.0,0.0
,Halton,Ontario,-2.0,8.0,-3.0,5.0,4.0,-1.0
,Halton,Ontario,-12.0,-6.0,-23.0,-9.0,-5.0,4.0
,Halton,Ontario,-11.0,-8.0,-17.0,-8.0,-2.0,3.0
,Halton,Ontario,-7.0,-5.0,-13.0,-8.0,2.0,1.0
,Halton,Ontario,1.0,6.0,12.0,-6.0,9.0,-1.0
,Halton,Ontario,8.0,8.0,32.0,4.0,6.0,-1.0
,Halton,Ontario,0.0,5.0,-10.0,-6.0,4.0,0.0
,Halton,Ontario,-3.0,4.0,-11.0,1.0,5.0,0.0
,Halton,Ontario,3.0,5.0,4.0,-4.0,3.0,0.0
,Halton,Ontario,4.0,6.0,38.0,-3.0,1.0,0.0
,Halton,Ontario,-4.0,-5.0,-7.0,-7.0,4.0,0.0
,Halton,Ontario,7.0,7.0,79.0,1.0,9.0,-2.0
,Halton,Ontario,10.0,9.0,157.0,7.0,6.0,-1.0
,Halton,Ontario,2.0,5.0,73.0,-4.0,3.0,0.0
,Halton,Ontario,-2.0,6.0,5.0,-8.0,3.0,1.0
,Halton,Ontario,4.0,9.0,2.0,-10.0,1.0,1.0
,Halton,Ontario,2.0,39.0,3.0,-12.0,1.0,1.0
,Halton,Ontario,-7.0,41.0,-15.0,-26.0,-5.0,4.0
,Halton,Ontario,-20.0,16.0,21.0,-29.0,1.0,5.0
,Halton,Ontario,-19.0,5.0,77.0,-29.0,-9.0,5.0
,Halton,Ontario,-18.0,22.0,31.0,-50.0,-36.0,13.0
,Halton,Ontario,-35.0,10.0,25.0,-61.0,-44.0,17.0
,Halton,Ontario,-41.0,-5.0,20.0,-64.0,-50.0,21.0
,Halton,Ontario,-46.0,-8.0,33.0,-64.0,-53.0,22.0
,Halton,Ontario,-52.0,-17.0,3.0,-69.0,-55.0,24.0
,Halton,Ontario,-58.0,-20.0,84.0,-59.0,-36.0,14.0
,Halton,Ontario,-61.0,-32.0,15.0,-63.0,-41.0,12.0
,Halton,Ontario,-55.0,-20.0,-44.0,-76.0,-61.0,26.0
,Halton,Ontario,-58.0,-21.0,4.0,-77.0,-62.0,26.0
,Halton,Ontario,-61.0,-29.0,30.0,-75.0,-66.0,28.0
,Halton,Ontario,-61.0,-27.0,18.0,-76.0,-66.0,29.0
,Halton,Ontario,-61.0,-28.0,32.0,-75.0,-66.0,28.0
,Halton,Ontario,-69.0,-33.0,-31.0,-73.0,-49.0,18.0
,Halton,Ontario,-65.0,-38.0,11.0,-67.0,-49.0,14.0
,Halton,Ontario,-62.0,-33.0,-18.0,-78.0,-68.0,28.0
,Halton,Ontario,-61.0,-28.0,-27.0,-78.0,-67.0,28.0
,Halton,Ontario,-58.0,-29.0,33.0,-75.0,-67.0,28.0
,Halton,Ontario,-59.0,-27.0,37.0,-76.0,-67.0,28.0
,Halton,Ontario,-61.0,-30.0,-11.0,-75.0,-66.0,29.0
,Halton,Ontario,-64.0,-33.0,7.0,-64.0,-48.0,17.0
,Halton,Ontario,-67.0,-39.0,14.0,-64.0,-50.0,14.0
,Halton,Ontario,-61.0,-30.0,16.0,-76.0,-68.0,27.0
,Halton,Ontario,-61.0,-25.0,-15.0,-78.0,-68.0,28.0
,Halton,Ontario,-57.0,-19.0,14.0,-76.0,-68.0,28.0
,Halton,Ontario,-50.0,0.0,-28.0,-75.0,-68.0,28.0
,Halton,Ontario,-84.0,-76.0,-25.0,-87.0,-89.0,38.0
,Halton,Ontario,-62.0,-16.0,-9.0,-66.0,-50.0,17.0
,Halton,Ontario,-85.0,-78.0,-15.0,-68.0,-59.0,15.0
,Halton,Ontario,-64.0,-28.0,-52.0,-81.0,-72.0,30.0
,Halton,Ontario,-60.0,-20.0,-29.0,-78.0,-67.0,28.0
,Halton,Ontario,-59.0,-25.0,-33.0,-78.0,-68.0,29.0
,Halton,Ontario,-60.0,-24.0,-33.0,-77.0,-67.0,29.0
,Halton,Ontario,-61.0,-29.0,-34.0,-75.0,-67.0,30.0
,Halton,Ontario,-65.0,-30.0,-3.0,-63.0,-43.0,17.0
,Halton,Ontario,-67.0,-42.0,-40.0,-68.0,-45.0,14.0
,Halton,Ontario,-59.0,-26.0,4.0,-75.0,-66.0,27.0
,Halton,Ontario,-61.0,-27.0,-45.0,-79.0,-66.0,28.0
,Halton,Ontario,-58.0,-25.0,-24.0,-77.0,-66.0,29.0
,Halton,Ontario,-59.0,-23.0,-34.0,-75.0,-66.0,29.0
,Halton,Ontario,-61.0,-26.0,-22.0,-76.0,-65.0,29.0
,Halton,Ontario,-62.0,-26.0,42.0,-60.0,-41.0,16.0
,Halton,Ontario,-67.0,-39.0,-59.0,-68.0,-45.0,14.0
,Halton,Ontario,-57.0,-22.0,38.0,-74.0,-66.0,26.0
,Halton,Ontario,-58.0,-18.0,2.0,-74.0,-66.0,27.0
,Halton,Ontario,-57.0,-22.0,-31.0,-76.0,-66.0,29.0
,Halton,Ontario,-57.0,-19.0,-21.0,-74.0,-65.0,29.0
,Halton,Ontario,-55.0,-19.0,22.0,-69.0,-64.0,27.0
,Halton,Ontario,-61.0,-25.0,-3.0,-58.0,-40.0,16.0
,Halton,Ontario,-56.0,-26.0,67.0,-50.0,-36.0,11.0
,Halton,Ontario,-55.0,-19.0,8.0,-73.0,-64.0,26.0
,Halton,Ontario,-54.0,-15.0,5.0,-71.0,-64.0,26.0
,Halton,Ontario,-52.0,-17.0,25.0,-71.0,-64.0,27.0
,Halton,Ontario,-54.0,-15.0,6.0,-71.0,-63.0,27.0
,Halton,Ontario,-56.0,-16.0,-26.0,-72.0,-62.0,28.0
,Halton,Ontario,-56.0,-11.0,-37.0,-60.0,-34.0,16.0
,Halton,Ontario,-50.0,-15.0,-18.0,-53.0,-32.0,11.0
,Halton,Ontario,-56.0,-25.0,-26.0,-74.0,-64.0,26.0
,Halton,Ontario,-52.0,-16.0,4.0,-71.0,-62.0,26.0
,Halton,Ontario,-47.0,-13.0,45.0,-69.0,-62.0,26.0
,Halton,Ontario,-51.0,-16.0,-27.0,-73.0,-62.0,27.0
,Halton,Ontario,-50.0,-14.0,-7.0,-71.0,-62.0,27.0
,Halton,Ontario,-51.0,-15.0,115.0,-51.0,-30.0,12.0
,Halton,Ontario,-50.0,-15.0,-9.0,-60.0,-32.0,11.0
,Halton,Ontario,-77.0,-67.0,-45.0,-87.0,-88.0,34.0
,Halton,Ontario,-44.0,-1.0,9.0,-68.0,-60.0,24.0
,Halton,Ontario,-39.0,-5.0,70.0,-65.0,-60.0,24.0
,Halton,Ontario,-40.0,-8.0,88.0,-64.0,-59.0,24.0
,Halton,Ontario,-42.0,-11.0,77.0,-62.0,-57.0,23.0
,Halton,Ontario,-43.0,-9.0,162.0,-43.0,-20.0,11.0
,Halton,Ontario,-40.0,-16.0,120.0,-41.0,-22.0,8.0
,Halton,Ontario,-36.0,-9.0,72.0,-66.0,-60.0,22.0
,Halton,Ontario,-36.0,-5.0,88.0,-65.0,-57.0,22.0
,Halton,Ontario,-33.0,-4.0,77.0,-66.0,-58.0,23.0
,Halton,Ontario,-39.0,-9.0,6.0,-66.0,-57.0,24.0
,Halton,Ontario,-40.0,-11.0,20.0,-64.0,-55.0,24.0
,Halton,Ontario,-39.0,-8.0,125.0,-38.0,-14.0,11.0
,Halton,Ontario,-35.0,-11.0,120.0,-38.0,-12.0,8.0
,Halton,Ontario,-32.0,-3.0,124.0,-63.0,-55.0,21.0
,Halton,Ontario,-35.0,-4.0,92.0,-64.0,-55.0,22.0
,Halton,Ontario,-33.0,-5.0,78.0,-65.0,-56.0,23.0
,Halton,Ontario,-32.0,-3.0,125.0,-62.0,-55.0,21.0
,Halton,Ontario,-36.0,-10.0,70.0,-63.0,-54.0,22.0
,Halton,Ontario,-34.0,-7.0,210.0,-40.0,-12.0,9.0
,Halton,Ontario,-30.0,-10.0,180.0,-35.0,-11.0,6.0
,Halton,Ontario,-28.0,-5.0,132.0,-64.0,-54.0,20.0
,Halton,Ontario,-31.0,-5.0,115.0,-65.0,-54.0,20.0
,Halton,Ontario,-30.0,-7.0,61.0,-67.0,-54.0,22.0
,Halton,Ontario,-30.0,-5.0,133.0,-65.0,-53.0,21.0
,Halton,Ontario,-31.0,-6.0,123.0,-63.0,-52.0,20.0
,Halton,Ontario,-31.0,-5.0,235.0,-38.0,-6.0,8.0
,Halton,Ontario,-29.0,-12.0,197.0,-41.0,-6.0,5.0
,Halton,Ontario,-27.0,-4.0,147.0,-65.0,-54.0,19.0
,Halton,Ontario,-27.0,-1.0,159.0,-63.0,-52.0,19.0
,Halton,Ontario,-25.0,-3.0,141.0,-63.0,-53.0,20.0
,Halton,Ontario,-25.0,2.0,153.0,-61.0,-52.0,20.0
,Halton,Ontario,-25.0,-1.0,130.0,-58.0,-51.0,18.0
,Halton,Ontario,-26.0,4.0,222.0,-34.0,-2.0,6.0
,Halton,Ontario,-24.0,-6.0,172.0,-29.0,0.0,3.0
,Halton,Ontario,-24.0,-6.0,96.0,-63.0,-55.0,19.0
,Halton,Ontario,-27.0,-3.0,77.0,-62.0,-54.0,20.0
,Halton,Ontario,-20.0,2.0,135.0,-61.0,-52.0,19.0
,Halton,Ontario,-21.0,2.0,156.0,-58.0,-52.0,19.0
,Halton,Ontario,-24.0,-4.0,162.0,-56.0,-50.0,17.0
,Halton,Ontario,-28.0,-5.0,196.0,-37.0,-7.0,7.0
,Halton,Ontario,-25.0,-9.0,221.0,-31.0,2.0,3.0
,Halton,Ontario,-17.0,2.0,167.0,-61.0,-54.0,17.0
,Halton,Ontario,-7.0,28.0,179.0,-57.0,-52.0,15.0
,Halton,Ontario,-48.0,-47.0,442.0,-72.0,-77.0,22.0
,Halton,Ontario,-17.0,4.0,143.0,-57.0,-55.0,18.0
,Halton,Ontario,-23.0,-2.0,162.0,-58.0,-56.0,17.0
,Halton,Ontario,-29.0,-6.0,259.0,-34.0,-5.0,5.0
,Halton,Ontario,-26.0,-13.0,202.0,-27.0,-4.0,2.0
,Halton,Ontario,-20.0,-1.0,159.0,-58.0,-54.0,17.0
,Halton,Ontario,-21.0,1.0,161.0,-59.0,-53.0,17.0
,Halton,Ontario,-19.0,1.0,124.0,-61.0,-53.0,18.0
,Halton,Ontario,-21.0,2.0,141.0,-60.0,-52.0,18.0
,Halton,Ontario,-25.0,-6.0,112.0,-58.0,-51.0,17.0
,Halton,Ontario,-28.0,-4.0,137.0,-39.0,-6.0,7.0
,Halton,Ontario,-21.0,-9.0,241.0,-30.0,-2.0,3.0
,Halton,Ontario,-19.0,-3.0,169.0,-60.0,-53.0,17.0
,Halton,Ontario,-19.0,0.0,194.0,-59.0,-52.0,17.0
,Halton,Ontario,-16.0,0.0,175.0,-62.0,-51.0,17.0
,Halton,Ontario,-21.0,1.0,69.0,-63.0,-51.0,19.0
,Halton,Ontario,-21.0,0.0,183.0,-57.0,-49.0,15.0
,Halton,Ontario,-26.0,-4.0,274.0,-34.0,-2.0,4.0
,Halton,Ontario,-30.0,-15.0,119.0,-35.0,-8.0,4.0
,Halton,Ontario,-16.0,2.0,190.0,-59.0,-51.0,16.0
,Halton,Ontario,-17.0,1.0,186.0,-60.0,-50.0,16.0
,Halton,Ontario,-20.0,-5.0,56.0,-63.0,-52.0,19.0
,Halton,Ontario,-16.0,3.0,182.0,-57.0,-49.0,16.0
,Halton,Ontario,-19.0,0.0,195.0,-56.0,-49.0,14.0
,Halton,Ontario,-22.0,-4.0,301.0,-31.0,-1.0,3.0
,Halton,Ontario,-20.0,-9.0,212.0,-30.0,-2.0,2.0
,Halton,Ontario,-17.0,-1.0,136.0,-62.0,-53.0,17.0
,Halton,Ontario,-16.0,1.0,189.0,-59.0,-51.0,16.0
,Halton,Ontario,-11.0,3.0,168.0,-59.0,-52.0,17.0
,Halton,Ontario,-11.0,6.0,183.0,-55.0,-51.0,15.0
,Halton,Ontario,-15.0,3.0,213.0,-51.0,-52.0,13.0
,Halton,Ontario,-24.0,-6.0,281.0,-24.0,-5.0,2.0
,Halton,Ontario,-22.0,-9.0,79.0,-32.0,-11.0,4.0
,Halton,Ontario,-32.0,-27.0,248.0,-73.0,-80.0,21.0
,Halton,Ontario,-20.0,-2.0,46.0,-59.0,-52.0,17.0
,Halton,Ontario,-10.0,2.0,206.0,-59.0,-52.0,15.0
,Halton,Ontario,-14.0,2.0,213.0,-60.0,-51.0,15.0
,Halton,Ontario,-18.0,-4.0,192.0,-57.0,-50.0,14.0
,Halton,Ontario,-21.0,-6.0,308.0,-30.0,-3.0,2.0
,Halton,Ontario,-19.0,-12.0,224.0,-35.0,-3.0,1.0
,Halton,Ontario,-14.0,-3.0,171.0,-62.0,-52.0,15.0
,Halton,Ontario,-15.0,1.0,178.0,-60.0,-51.0,16.0
,Halton,Ontario,-11.0,1.0,195.0,-61.0,-51.0,16.0
,Halton,Ontario,-13.0,2.0,207.0,-60.0,-50.0,15.0
,Halton,Ontario,-16.0,-1.0,197.0,-56.0,-49.0,13.0
,Halton,Ontario,-20.0,-4.0,303.0,-30.0,-3.0,2.0
,Halton,Ontario,-20.0,-9.0,159.0,-34.0,-6.0,2.0
,Halton,Ontario,-17.0,-5.0,,-63.0,-53.0,16.0
,Halton,Ontario,-14.0,1.0,,-61.0,-50.0,15.0
,Halton,Ontario,-11.0,0.0,,-60.0,-51.0,15.0
,Halton,Ontario,-11.0,2.0,,-57.0,-50.0,14.0
,Halton,Ontario,-17.0,-4.0,,-53.0,-49.0,13.0
,Halton,Ontario,-20.0,-3.0,,-25.0,-2.0,2.0
,Halton,Ontario,-19.0,-10.0,,,-3.0,0.0
,Halton,Ontario,-13.0,-2.0,,-59.0,-52.0,15.0
,Halton,Ontario,-12.0,1.0,,-57.0,-50.0,14.0
,Halton,Ontario,-12.0,-2.0,,-58.0,-51.0,16.0
,Halton,Ontario,-13.0,2.0,,-54.0,-49.0,15.0
,Halton,Ontario,-15.0,-1.0,,-47.0,-48.0,14.0
,Halton,Ontario,-18.0,0.0,,-17.0,-5.0,3.0
,Halton,Ontario,-14.0,-5.0,,,-2.0,0.0
,Halton,Ontario,-11.0,3.0,,-53.0,-50.0,14.0
,Halton,Ontario,-12.0,2.0,,-51.0,-49.0,14.0
,Halton,Ontario,-11.0,0.0,,-56.0,-50.0,15.0
,Halton,Ontario,-11.0,3.0,,-52.0,-49.0,13.0
,Halton,Ontario,-13.0,3.0,,-49.0,-49.0,12.0
,Halton,Ontario,-20.0,0.0,,-22.0,-7.0,2.0
,Halton,Ontario,-7.0,2.0,,,-4.0,-1.0
,Halton,Ontario,-51.0,-51.0,,-64.0,-85.0,22.0
,Halton,Ontario,-13.0,12.0,,-55.0,-50.0,15.0
,Halton,Ontario,-13.0,1.0,,-55.0,-49.0,15.0
,Halton,Ontario,-13.0,1.0,,-50.0,-48.0,15.0
,Halton,Ontario,-15.0,-1.0,137.0,-45.0,-45.0,13.0
,Halton,Ontario,-13.0,1.0,254.0,-12.0,0.0,3.0
,Halton,Ontario,-15.0,-4.0,129.0,-22.0,-5.0,3.0
,Halton,Ontario,-15.0,0.0,146.0,-52.0,-45.0,15.0
,Halton,Ontario,-16.0,-1.0,137.0,-53.0,-44.0,15.0
,Halton,Ontario,-14.0,-5.0,141.0,-51.0,-46.0,15.0
,Halton,Ontario,-14.0,-1.0,127.0,-52.0,-45.0,15.0
,Halton,Ontario,-16.0,-2.0,109.0,-48.0,-42.0,13.0
,Halton,Ontario,-15.0,2.0,217.0,-19.0,-1.0,4.0
,Halton,Ontario,-13.0,-1.0,174.0,-17.0,-2.0,3.0
,Halton,Ontario,-19.0,0.0,126.0,-57.0,-46.0,15.0
,Halton,Ontario,-19.0,0.0,136.0,-56.0,-45.0,15.0
,Halton,Ontario,-16.0,-2.0,137.0,-55.0,-45.0,15.0
,Halton,Ontario,-18.0,1.0,114.0,-55.0,-44.0,16.0
,Halton,Ontario,-19.0,1.0,134.0,-48.0,-41.0,13.0
,Halton,Ontario,-16.0,5.0,275.0,-24.0,2.0,3.0
,Halton,Ontario,-15.0,3.0,202.0,-21.0,0.0,2.0
,Halton,Ontario,-21.0,2.0,117.0,-56.0,-44.0,15.0
,Halton,Ontario,-20.0,4.0,98.0,-55.0,-43.0,15.0
,Halton,Ontario,-19.0,0.0,44.0,-56.0,-45.0,17.0
,Halton,Ontario,-18.0,4.0,76.0,-56.0,-42.0,16.0
,Halton,Ontario,-22.0,-1.0,38.0,-55.0,-41.0,16.0
,Halton,Ontario,-17.0,6.0,188.0,-27.0,-1.0,5.0
,Halton,Ontario,-24.0,0.0,-6.0,-32.0,-8.0,6.0
,Halton,Ontario,-21.0,4.0,113.0,-56.0,-43.0,15.0
,Halton,Ontario,-21.0,4.0,116.0,-55.0,-43.0,15.0
,Halton,Ontario,-19.0,4.0,63.0,-57.0,-44.0,17.0
,Halton,Ontario,-18.0,9.0,86.0,-55.0,-42.0,16.0
,Halton,Ontario,-18.0,13.0,123.0,-50.0,-41.0,14.0
,Halton,Ontario,-21.0,12.0,215.0,-29.0,-4.0,5.0
,Halton,Ontario,-22.0,9.0,126.0,-24.0,-6.0,3.0
,Halton,Ontario,-59.0,-54.0,259.0,-78.0,-85.0,25.0
,Halton,Ontario,-21.0,8.0,133.0,-55.0,-43.0,15.0
,Halton,Ontario,-16.0,4.0,107.0,-55.0,-44.0,17.0
,Halton,Ontario,-22.0,-2.0,-1.0,-58.0,-43.0,19.0
,Halton,Ontario,-18.0,3.0,97.0,-51.0,-40.0,16.0
,Halton,Ontario,-13.0,10.0,246.0,-23.0,-2.0,6.0
,Halton,Ontario,-18.0,0.0,82.0,-28.0,-8.0,6.0
,Halton,Ontario,-24.0,-1.0,12.0,-59.0,-43.0,18.0
,Halton,Ontario,-21.0,2.0,86.0,-55.0,-42.0,16.0
,Halton,Ontario,-19.0,0.0,53.0,-56.0,-44.0,18.0
,Halton,Ontario,-19.0,1.0,39.0,-55.0,-42.0,18.0
,Halton,Ontario,-18.0,-1.0,153.0,-50.0,-40.0,15.0
,Halton,Ontario,-14.0,7.0,139.0,-26.0,-2.0,7.0
,Halton,Ontario,-15.0,1.0,65.0,-25.0,-6.0,6.0
,Halton,Ontario,-22.0,2.0,42.0,-55.0,-42.0,17.0
,Halton,Ontario,-22.0,1.0,27.0,-56.0,-42.0,17.0
,Halton,Ontario,-15.0,4.0,74.0,-56.0,-43.0,17.0
,Halton,Ontario,-18.0,4.0,26.0,-56.0,-41.0,17.0
,Halton,Ontario,-18.0,4.0,16.0,-54.0,-40.0,16.0
,Halton,Ontario,-16.0,10.0,120.0,-24.0,-1.0,7.0
,Halton,Ontario,-21.0,-2.0,-13.0,-32.0,-10.0,7.0
,Halton,Ontario,-23.0,-1.0,18.0,-57.0,-42.0,17.0
,Halton,Ontario,-23.0,-4.0,32.0,-57.0,-42.0,17.0
,Halton,Ontario,-18.0,-6.0,91.0,-56.0,-42.0,17.0
,Halton,Ontario,-18.0,-1.0,74.0,-55.0,-40.0,17.0
,Halton,Ontario,-17.0,-2.0,108.0,-52.0,-38.0,16.0
,Halton,Ontario,-12.0,1.0,255.0,-26.0,-1.0,5.0
,Halton,Ontario,-11.0,1.0,209.0,-23.0,-4.0,4.0
,Halton,Ontario,-20.0,0.0,119.0,-56.0,-41.0,16.0
,Halton,Ontario,-18.0,2.0,145.0,-56.0,-41.0,16.0
,Halton,Ontario,-13.0,3.0,77.0,-57.0,-44.0,17.0
,Halton,Ontario,-18.0,3.0,56.0,-55.0,-41.0,17.0
,Halton,Ontario,-17.0,0.0,32.0,-52.0,-40.0,17.0
,Halton,Ontario,-16.0,8.0,117.0,-29.0,-2.0,8.0
,Halton,Ontario,-25.0,-10.0,-41.0,-38.0,-13.0,8.0
,Halton,Ontario,-26.0,-2.0,6.0,-60.0,-43.0,18.0
,Halton,Ontario,-26.0,-3.0,6.0,-59.0,-43.0,18.0
,Halton,Ontario,-22.0,-2.0,7.0,-58.0,-44.0,19.0
,Halton,Ontario,-21.0,2.0,38.0,-57.0,-41.0,18.0
,Halton,Ontario,-19.0,3.0,80.0,-50.0,-40.0,17.0
,Halton,Ontario,-18.0,10.0,62.0,-28.0,-4.0,8.0
,Halton,Ontario,-35.0,-14.0,-43.0,-37.0,-16.0,10.0
,Halton,Ontario,-23.0,2.0,-2.0,-58.0,-44.0,19.0
,Halton,Ontario,-21.0,2.0,3.0,-57.0,-43.0,18.0
,Halton,Ontario,-19.0,0.0,-11.0,-56.0,-44.0,20.0
,Halton,Ontario,-13.0,6.0,19.0,-53.0,-42.0,18.0
,Halton,Ontario,-14.0,6.0,24.0,-49.0,-45.0,18.0
,Halton,Ontario,-12.0,14.0,116.0,-19.0,-5.0,9.0
,Halton,Ontario,-12.0,6.0,97.0,-20.0,-10.0,7.0
,Halton,Ontario,-22.0,0.0,-32.0,-59.0,-45.0,19.0
,Halton,Ontario,-31.0,-8.0,-1.0,-59.0,-46.0,20.0
,Halton,Ontario,-18.0,3.0,8.0,-54.0,-44.0,19.0
,Halton,Ontario,-16.0,6.0,17.0,-54.0,-41.0,19.0
,Halton,Ontario,-20.0,2.0,1.0,-48.0,-40.0,19.0
,Halton,Ontario,-14.0,13.0,70.0,-15.0,-5.0,9.0
,Halton,Ontario,-15.0,6.0,41.0,-11.0,-12.0,8.0
,Halton,Ontario,-20.0,4.0,16.0,-55.0,-43.0,18.0
,Halton,Ontario,-21.0,3.0,25.0,-56.0,-42.0,18.0
,Halton,Ontario,-18.0,2.0,1.0,-54.0,-43.0,19.0
,Halton,Ontario,-15.0,8.0,39.0,-53.0,-42.0,18.0
,Halton,Ontario,-15.0,9.0,60.0,-47.0,-41.0,18.0
,Halton,Ontario,-19.0,8.0,0.0,-21.0,-8.0,11.0
,Halton,Ontario,-12.0,10.0,40.0,-16.0,-11.0,8.0
,Halton,Ontario,-17.0,9.0,15.0,-54.0,-44.0,18.0
,Halton,Ontario,-16.0,12.0,14.0,-53.0,-43.0,18.0
,Halton,Ontario,-15.0,6.0,-9.0,-56.0,-45.0,20.0
,Halton,Ontario,-11.0,13.0,5.0,-51.0,-43.0,19.0
,Halton,Ontario,-12.0,13.0,26.0,-47.0,-41.0,18.0
,Halton,Ontario,-12.0,20.0,49.0,-15.0,-7.0,10.0
,Halton,Ontario,-8.0,16.0,32.0,-8.0,-11.0,8.0
,Halton,Ontario,3.0,40.0,51.0,-50.0,-52.0,18.0
,Halton,Ontario,5.0,46.0,45.0,-50.0,-52.0,18.0
,Halton,Ontario,15.0,63.0,71.0,-47.0,-54.0,18.0
,Halton,Ontario,-14.0,46.0,3.0,-57.0,-68.0,24.0
,Halton,Ontario,-87.0,-79.0,25.0,-85.0,-89.0,32.0
,Halton,Ontario,-69.0,-48.0,52.0,-64.0,-47.0,16.0
